date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,unacc_minors,separated_children,child_hh,phys_disabled,mental_disabled,friction_host,friction_site,eviction_notice,security_risks,free_movt_men,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,,shelter_number,electricity,shelter_support,shelter_support_types,,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,impediments_othergroups,health_issues,,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,nutrition_avail,nutrition_dist,nutrition_service,info_sources,,info_needs,info_sufficient,complaints_mechanism,primary_language,secondary_languages,,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs,,female_staff,health_birth,impediments_women,types_impediments,
43037,gatekeeper,,yes,idp,male,gedo,baardheere,Baardheere,,,Camp Xabaal Cadeey,urban,spontaneous_site,500,3000,no,,,,,,,,,,,850,693,850,252,355,0,360,35,68,15,22,220,yes,no,yes,no,42036,42826,residents,,residents elder_meeting,1,0,1,0,0,none,,,,,,,,,no,no_rent,,no,,no,bay,drought no_livelihoods no_services, ,lower_juba,drought no_livelihoods no_services,0, ,middle_juba,drought no_livelihoods no_services,25,16,5,22,5,no,no,no,,yes,no,no,clan,yes,no,buul tent cgi,1,288,no,no,,,,no,no,yes,30,yes,180,0,0,35,0,0,0,11,0,no,no,no,no,yes,yes,,0,0,0,0,,river,,25,5,never,none,,,yes,20,market,no,,,polio diphtheria,0,no,,,,no,,,no,,,friends_family,1,missing_persons health security,no,no,somali_standard,somali_benaadir somali_maay,2.33484 42.297941666666674 115.7 3.4,2.33484,42.29794167,,,,,yes,,,
42996,camp_manager ,0,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Buulo dhoto,urban,spontaneous_site,750,4500,no, , , , , , , , , , ,3000,140,160,600,600,745,700,30,10,5,5,0,yes,yes,no,yes,34342,37266,no_management, ,residents,1,0,0,0,0,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,middle_shabelle,conflict_community conflict_surrounding, ,lower_shabelle,conflict_community conflict_surrounding,1, ,bay,conflict_community conflict_surrounding,10,70,90,40,10,yes,yes,yes, ,yes,yes,no,nat_police,no,no,buul tent,1,710,no,no, , , ,no,no,no, ,no, ,0,0,10,0, , ,6, ,no,no,no,no,yes,yes, , , , , , ,burkad, ,10,7,never,none, , ,no, ,market,no, , ,malaria diphtheria,0,yes,42370,malaria, ,no, , ,no, , ,radio,0,missing_persons health contact_aid,no,no,somali_maay,somali_standard,11.281986532942422 49.19799700024447 -8.980942487585196 4.0,11.28198653,49.197997,yes,yes,yes,yes,yes,no, , 
42996,elder ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Sharma arke,urban,spontaneous_site,70,420,no, , , , , , , , , , ,220,60,80,25,35,70,70,0,0,0,0,20,yes,no,yes,yes,42887,42917,community_leader, ,residents womens wash,1,1,0,1,0,private, ,business, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community drought, ,middle_shabelle,conflict_community drought,1, ,mudug,conflict_community drought,0,4,0,4,0,no,no,no, ,yes,no,no,clan,no,no,buul,1,100,no,no, , , ,no,no,no, ,yes,15,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,30,7,daily,none, , ,yes,25,market,no, , ,none,0,yes,42948,Measles,0,yes,5,quranic,no, , ,friends_family religious_leader,1,food water shelter,no,no,somali_standard,somali_maay,2.07530144 45.24758577 78.0 3.0,2.07530144,45.24758577,yes,yes,yes, ,no, , , 
42998,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Xamdi 1,urban,spontaneous_site,107,642,no, , , , , , , , , , ,300,100,200,15,27,107,107,0,0,0,0,40,yes,no,no,no,42736,42887,no_management, ,womens elder_meeting wash,0,1,1,1,0,private, ,host, ,none, , , , ,no,goods_aid,0,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,galgaduud,drought,0,25,0,5,0,no,no,no, ,yes,no,no,clan,no,no,buul,1,300,no,no, , , ,no,no,yes,5,no, ,0,0,3,0, , ,3, ,no,no,no,no,yes,yes, , , , , , ,tank, ,10,7,never,none, , ,yes,5,household,no, , ,malaria polio,0,yes,42948,Measles,0,no, , ,no, , ,friends_family radio,1,food health contact_aid water shelter market_prices,no,no,somali_standard,somali_maay,2.0712191 45.2502918 84.0 4.0,2.0712191,45.2502918,yes,yes,yes, ,yes, , , 
42998,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,Yaasir,Yaasir,peri_urban,planned_site,120,240,yes,50,50,50,50,40,0,0,0,0,0,200,14,17,3,6,120,120,0,0,0,0,14,yes,no,yes,no,42979,42979,local_authority, ,residents womens,1,1,0,0,0,private, ,business, ,formal,community,written,yes,43831,no,no_rent, ,no, ,no,lower_shabelle,conflict_community, ,bay,conflict_community,1, ,hiraan,conflict_community,0,15,0,1,5,no,no,no, ,yes,no,no,nat_police,no,no,buul,1,150,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,25, ,weekly,none, , ,no, ,dnk,no, , ,none,0,no,42979,malaria, ,no, , ,dnk, , ,friends_family,1,food health water shelter,no,no,somali_maay,somali_standard,2.0582483333333332 45.262748333333334 68.3 5.0,2.058248333,45.26274833,yes,yes,yes, ,no, , , 
43002,community_leader ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,Dharkenley,Al waaxid,urban,spontaneous_site,75,450,no, , , , , , , , , , ,350,50,50,0,0,75,71,0,0,4,0,25,yes,no,yes,yes,42736,42887,no_management, ,womens elder_meeting wash,0,1,1,1,0,private, ,business, ,informal,community, ,yes,43709,no,no_rent, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,bakool,drought,0,0,0,1,0,no,no,no, ,yes,no,no,nat_police, ,no,buul timber_plastic,1,75,no,no, , , ,no,no,yes,15,no, ,0,0,2,0, , ,1, ,no,yes,no,no,yes,yes, , , , , , ,kiosk, ,18,5,daily,none, , ,yes,15,market,no, , ,cholera_awd,1,yes,42917,cholera_awd, ,yes,5,quranic,no, , ,religious_leader community_leader aid_worker,0,food health water shelter,no,no,somali_maay,somali_standard,2.0504433333333334 45.261768333333336 77.6 4.9,2.050443333,45.26176833,yes,yes,yes, ,yes, , , 
42996,camp_manager ,0,yes,idp,male,mudug,galkaacyo_north,NB-3808-F21-001, , ,Mustaqbal 2,peri_urban,planned_site,700,3500,no, , , , , , , , , , ,2115,535,750,30,70,600,600,0,0,0,100,0,no,no,no,yes,42371,42371,local_authority, ,residents elder_meeting,1,0,1,0,0,none, , , , , , , , ,yes,no_rent, ,no, ,no,mudug,drought, ,lower_shabelle,conflict_community drought,1, ,middle_shabelle,conflict_community drought, ,30, ,19,2,no,no,no, ,yes,no,no,clan,no,no,buul cgi,1,800,no,yes,site_planning,0, ,no,no,no, ,yes,180,0,0,20,0, , ,20, ,no,yes,no,no,yes,yes, , , , , , ,kiosk, ,20,7,weekly,none, , ,no, ,market,no, , ,malaria,0,yes,42744,malaria, ,no, , ,no, , ,friends_family community_leader radio,1,food health water shelter,no,no,somali_standard,none,6.80492372 47.41236565 265.0 5.0,6.80492372,47.41236565,yes,yes,yes, ,yes, , , 
42997,community_leader ,0,no,idp,male,banadir,mogadishu_daynile,other,other,Weydow,Guula,urban,spontaneous_site,150,600,no, , , , , , , , , , ,200,100,100,100,100,150,150,0,0,0,0,50,no,no,no,no,42917,42917,no_management, ,residents,1,0,0,0,0,private, ,diaspora, ,dnk, , , , ,dnk,cash work_services, ,no, ,no,banadir,conflict_community, ,bay,conflict_community conflict_surrounding,1, ,lower_shabelle,conflict_other threats,0,0,0,0,0,no,no,no, ,no,no,no,clan, ,no,buul tent,1,50,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,9,7,daily,none, , ,no, ,market,no, , ,cholera_awd malaria,1,no,42917,diphtheria, ,no, , ,no, , ,friends_family religious_leader tv,1,missing_persons water,no,no,somali_maay,mushunguli,2.06709502 45.25702116 78.0 5.0,2.06709502,45.25702116,yes,yes,yes, ,no, , , 
42995,elder   Deputy chair,Deputy chair,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Marwo,urban,spontaneous_site,94,564,no, , , , , , , , , , ,220,120,195,11,18,94,94,0,0,0,0,25,yes,no,yes,yes,41395,42522,local_authority, ,residents womens elder_meeting,1,1,1,0,0,private, ,host, ,informal,community, ,no, ,no,no_rent, ,no, ,no,lower_shabelle,drought no_livelihoods no_services, ,bay,conflict_other drought no_livelihoods no_services,0, ,bakool,conflict_other threats drought no_livelihoods,0,15,5,4,6,no,no,yes, ,yes,no,yes,clan,no,no,buul timber_plastic cgi,1,156,no,no, , , ,no,no,yes,15,yes,15,0,0,4,0, , ,4, ,no,yes,no,no,no, , , , , , , , , ,10,5,more_month,none, , ,yes,11,market,no, , ,cholera_awd malaria,1,yes,42461,cholera_awd, ,yes,1,quranic,no, , ,community_leader radio,0,food security water shelter,no,no,somali_maay,somali_standard,2.0526750000000002 45.268191666666674 83.0 4.1,2.052675,45.26819167,yes,yes,yes, ,yes, , , 
42991,gatekeeper ,0,yes,idp,male,bay,baidoa,NA-3802-X04-018, , ,Kontoroolka,urban,spontaneous_site,150,750,no, , , , , , , , , , ,350,150,150,55,45,150,130,0,20,0,0,0,yes,no,yes,no,42740,42740,residents, ,residents elder_meeting,1,0,1,0,0,private, ,business, ,formal,family,verbal,yes,43160,yes,no_rent, ,no, ,no,bay,conflict_community drought, ,bakool,conflict_community drought,1, ,gedo,conflict_community drought, , ,5,2,1,no,no,no, ,yes,no,no,nat_police, ,no,buul,1,150,no,no, , , ,no,no,yes,40,yes,60,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,20,4,weekly,none, , ,yes,20,market,no, , ,malaria,0,yes,42742,malaria, ,no, , ,no, , ,friends_family religious_leader aid_worker,1,food security water,no,no,somali_maay,somali_benaadir,3.13509207 43.63642042 433.0 5.0,3.13509207,43.63642042,yes,yes,yes, ,no, , , 
42993,elder ,0,yes,idp,male,bay,baidoa,NA-3801-Y31-005, , ,Dakan diid,urban,spontaneous_site,120,458,no, , , , , , , , , , ,123,210,82,24,19,120,120,0,0,0,0,4,no,no,no,no,42737,42739,local_authority, ,residents,1,0,0,0,0,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,bay,conflict_community drought, ,bakool,conflict_community drought,1, ,lower_shabelle,conflict_community drought, , , ,2, ,no,no,no, ,yes,no,no,nat_police, ,no,buul,1,120,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , , , ,never,none, , ,no, ,assistance,no, , ,cholera_awd malaria diphtheria,1,no,42742,cholera_awd, ,no, , ,no, , ,radio,0,weather,no,no,somali_maay,somali_standard,3.1440373285481225 43.67019118969892 418.73969961032844 4.0,3.144037329,43.67019119,yes,yes,yes, ,no, , , 
43032,gatekeeper,,yes,idp,female,nugaal,garowe,Garowe,,,Buundo,urban,spontaneous_site,200,600,no,,,,,,,,,,,200,150,150,50,50,0,100,50,30,20,0,0,yes,no,yes,no,40087,40817,residents,,other,0,0,0,0,0,private,,host,,informal,community,,yes,43435,no,no_rent,,no,,no,nugaal,conflict_community conflict_other threats no_livelihoods, ,banadir,conflict_community conflict_surrounding conflict_other threats drought,1, ,hiraan,conflict_community conflict_surrounding conflict_other floods,0,20,0,5,5,no,no,no,,yes,yes,yes,clan,no,no,buul timber_plastic,1,250,no,no,,,,no,no,no,,yes,60,0,0,4,0,0,0,4,0,no,yes,no,yes,yes,yes,,0,0,0,0,,tank_tap,,5,7,weekly,none,,,no,,market,yes,30,no,malaria,0,no,,,,yes,10,primary,no,,,friends_family,1,food contact_aid,no,no,somali_standard,somali_benaadir somali_maay,8.413911983370781 48.50726103410125 423.0 5.0,8.413911983,48.50726103,yes,yes,yes,yes,yes,no,,
42991,community_leader ,0,yes,idp,male,bay,baidoa,NA-3802-W04-003, , ,Adeey-garaar,urban,spontaneous_site,171,600,no, , , , , , , , , , ,250,120,180,25,25,171,171,0,0,0,0,8,yes,no,no,no,42738,42738,no_management, ,residents,1,0,0,0,0,private, ,other,dnk,informal,community, ,no, ,no,no_rent, ,no, ,no,bay,drought, ,bakool,drought,0, , , ,5,2, ,4, ,no,no,no, ,yes,no,no,nat_army,no,no,buul,1,171,no,no, , , ,no,no,no, ,yes,20,0,0,15,0, , ,15, ,no,yes,no,no,no, , , , , , , , , , ,7,never,none, , ,no, ,market,no, , ,cholera_awd malaria,1,yes,42742,cholera_awd, ,no, , ,no, , ,religious_leader,0,food health water shelter,no,no,somali_maay,none,3.135617092540431 43.66403846357019 422.0110095672079 4.0,3.135617093,43.66403846,yes,yes,yes, ,yes, , , 
43002,community_leader ,0,yes,idp,male,banadir,mogadishu_shangaani,other,other,Macadka Sidam,Macadka Sidam,urban,spontaneous_site,40,280,no, , , , , , , , , , ,80,80,90,10,20,40,40,0,0,0,0,0,yes,yes,no,no,38869,41061,residents, ,none,0,0,0,0,0,private, ,government, ,none, , , , ,no,no_rent, ,no, ,no,middle_shabelle,conflict_surrounding, , , , , , , ,0,5,0,2,0,no,no,yes, ,yes,yes,no,clan,no,no,stone,0,40,yes,no, , , ,yes,no,yes,15,no, ,0,0,40,0, , ,40, ,no,yes,yes,no,yes,yes, , , , , , ,tank, , ,7,weekly,none, , ,yes,15,market,yes,10,no,malaria,0,yes,42979,malaria, ,yes,3,primary secondary quranic,no, , ,friends_family,1,food water,no,no,somali_standard,somali_benaadir,2.03788568 45.34786668 -21.0 5.0,2.03788568,45.34786668,yes,yes,yes,yes,yes,no, , 
42994,community_leader ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,Ahlu-qayr ,Ahlu-qayr ,urban,spontaneous_site,52,312,no, , , , , , , , , , ,158,60,85,3,6,52,52,0,0,0,0,22,yes,no,no,no,41640,41640,no_management, ,womens,0,1,0,0,0,private, ,host, ,informal,community, ,no, ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community drought no_services, ,bay,conflict_community drought no_livelihoods,1, ,middle_shabelle,conflict_surrounding floods no_services,0,0,0,5,3,no,no,no, ,yes,no,no,clan, ,no,buul,1,110,no,no, , , ,no,no,no, ,yes,30,0,0,2,0, , ,2, ,no,no,no,yes,no, , , , , , , , , ,10,7,never,none, , ,no, ,market,no, , ,malaria,0,yes,42948,malaria, ,no, , ,no, , ,radio,0,contact_aid,no,no,somali_maay,mushunguli,2.0651750000000004 45.25418333333334 114.6 4.8,2.065175,45.25418333,yes,yes,yes, ,yes, , , 
43039,womens_representative,,yes,idp,female,lower_shabelle,afgooye,Wakaaladda Biyaha,,,Also Fardowsa,peri_urban,spontaneous_site,100,110,no,,,,,,,,,,,30,20,20,20,20,0,50,50,0,0,0,100,yes,no,yes,no,43009,43009,no_management,,elder_meeting,0,0,1,0,0,private,,business,,none,,,,,no,no_rent,,no,,yes,lower_shabelle,conflict_community conflict_other, ,lower_juba,floods drought,0, ,middle_shabelle,floods drought,60,50,20,15,10,no,no,no,,yes,no,no,other,no,no,buul,1,110,no,no,,,,no,no,yes,15,yes,60,0,0,1,0,0,0,1,0,no,no,no,no,yes,yes,,0,0,0,0,,piped,,5,5,more_month,none,,,yes,15,market,yes,10,yes,cholera_awd malaria,1,no,,,,no,,,no,,,religious_leader community_leader,0,food shelter,yes,no,somali_standard,none,2.08943196 45.20159974 113.0 5.0,2.08943196,45.20159974,,,0,dnk,no,yes,no_money lack_security,1
43001,camp_manager ,0,yes,idp,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Tawakal,urban,spontaneous_site,360,2160,no, , , , , , , , , , ,900,300,500,200,260,360,360,0,0,0,0,0,yes,no,yes,yes,39453,39820,ingo,Scf ,womens wash education childrens,0,1,0,1,0,private, ,host, ,none, , , , ,no,no_rent, ,yes,42374,no,bakool,conflict_surrounding drought no_livelihoods, ,hiraan,conflict_surrounding drought no_livelihoods,0, ,bay,conflict_surrounding drought no_livelihoods,6,9, ,4,2,no,no,no, ,yes,no,no,informal_sec,no,no,buul tent cgi,1,360,no,yes,transitional,0, ,no,no,yes,30,yes,15,0,0,4,0, , ,2, ,no,yes,no,no,yes,yes, , , , , , ,burkad, ,3,5,weekly,none, , ,yes,30,household,no, , ,malaria,0,no,42375,cholera_awd, ,yes,3,primary quranic,yes,3,iycf micronutrient_supplementation,friends_family community_leader radio,1,food health shelter,no,yes,somali_standard,somali_maay,4.721608145961595 45.20199857260538 144.3407439831672 32.0,4.721608146,45.20199857,yes,yes,yes, ,yes, , , 
42996,community_leader ,0,yes,refugee,male,bari,bossaso,NC-3901-T26-001, , ,Banaadir B,urban,planned_site,340,2040,no, , , , , , , , , , ,850,500,550,60,80,340,300,40,0,0,0,15,yes,yes,yes,yes,40917,40917,no_management, ,residents health,1,0,0,0,1,private, ,host, ,formal,community,written,yes,43191,yes,no_rent, ,no, ,no,banadir,conflict_community, ,hiraan,conflict_community conflict_surrounding,1, ,lower_juba,conflict_community, ,15, ,7,2,no,no,no, ,yes,no,yes,clan,no,no,buul cgi,1,340,no,no, , , ,yes,no,no, ,yes,120,0,0,15,0, , ,15, ,no,yes,no,no,yes,yes, , , , , , ,tank, ,3,2,weekly,none, , ,no, ,market,no, , ,cholera_awd malaria,1,yes,42739,cholera_awd, ,no, , ,yes,1,otp iycf,friends_family tv radio,1,food health,no,no,somali_standard,somali_benaadir somali_maay,11.273331722940796 49.208440809023216 1.373780984400618 4.0,11.27333172,49.20844081,yes,yes,yes, ,yes, , , 
42999,gatekeeper elder ,0,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Baroda bossasso,urban,spontaneous_site,350,2100,no, , , , , , , , , , ,1400,200,400,25,75,320,300,10,0,10,30,10,yes,yes,no,yes,39692,41518,community_leader, ,womens wash health education childrens,0,1,0,1,1,private, ,host, ,formal,community,written,yes,43831,yes,no_rent, ,no, ,no,banadir,conflict_community conflict_other drought, , , , , , , ,20,10,10,40,3,no,no,no, ,yes,no,no,informal_sec,yes,no,other_block brick,0,145,no,yes,site_planning other,0,Permenant shelter,yes,no,no, ,no, ,10,10,40,15,10,10,40,15,no,yes,no,no,yes,yes, , , , , , ,burkad tank, ,5,5,weekly,none, , ,no, ,household,yes,10,no,cholera_awd malaria other,1,yes,42887,cholera_awd, ,no, , ,yes,5,otp tsfp iycf micronutrient_supplementation,religious_leader tv radio,0,food health access_id water shelter,no,no,somali_maay,somali_standard,11.269756584740211 49.202649413135944 -3.6275963464243803 4.0,11.26975658,49.20264941,yes,yes,yes,yes,yes,no, , 
43005,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Haanta dheer,Alla weyn,urban,spontaneous_site,140,280,no, , , , , , , , , , ,120,30,90,15,25,140,140,0,0,0,0,30,yes,no,yes,yes,40940,42856,community_leader, ,womens elder_meeting,0,1,1,0,0,private, ,business, ,informal,community, ,no, ,no,no_rent, ,no, ,no,bay,conflict_community drought no_livelihoods no_services, , , , , , , ,0,3,0,2,1,no,no,yes, ,yes,no,no,informal_sec,no,no,buul,1,100,no,no, , , ,yes,no,yes,20,yes,30,0,0,10,0, , ,5, ,no,yes,no,no,no, , , , , , , , , ,15,4,weekly,none, , ,yes,25,borrowing,no, , ,cholera_awd malaria,1,yes,42186,cholera_awd, ,no, , ,no, , ,religious_leader community_leader radio,0,food health contact_aid water shelter,no,no,somali_maay,somali_standard somali_benaadir,2.053899279096798 45.2987150424849 56.75291980777979 4.0,2.053899279,45.29871504,yes,yes,yes, ,no, , , 
42998,community_leader elder ,0,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Camp Inji,urban,spontaneous_site,180,1080,no, , , , , , , , , , ,400,200,400,30,50,180,180,0,0,0,0,12,yes,no,no,no,41643,42378,no_management, ,elder_meeting,0,0,1,0,0,private, ,host, ,informal,community, ,yes,43344,yes,no_rent, ,no, ,no,banadir,conflict_community conflict_other drought, , , , , , , ,2,5,50,5,5,no,no,yes, ,yes,no,no,clan,no,no,buul timber_plastic cgi,1,180,no,no, , , ,yes,no,no, ,no, ,0,0,8,0, , ,8, ,no,yes,no,yes,yes,yes, , , , , , ,burkad tank_tap tank, ,5,5,weekly,none, , ,no, ,household,no, , ,malaria,0,no,42011,cholera_awd, ,no, , ,no, , ,tv radio,0,food health water shelter other,no,no,somali_benaadir,somali_maay,11.264503018673873 49.20549567133588 21.367323682177073 3.0,11.26450302,49.20549567,yes,yes,yes, ,no, , , 
42995,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Dayniile,Guuleed 1,urban,spontaneous_site,140,500,no, , , , , , , , , , ,330,70,80,10,10,140,140,0,0,0,0,80,yes,no,no,no,42186,42370,no_management, ,residents womens,1,1,0,0,0,local_authority, , , ,formal,community,written,no, ,no,no_rent, ,yes,42887,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,middle_shabelle,conflict_community drought,0,5,0,12,4,no,no,no, ,yes,no,no,clan,no,no,buul,1,200,no,no, , , ,no,no,yes,5,yes,120,0,0,20,0, , ,10, ,no,yes,no,no,yes,yes, , , , , , ,tank_tap, ,4,4,never,none, , ,yes,5,market,no, , ,cholera_awd malaria diphtheria,1,yes,42979,Bronchitis,0,no, , ,no, , ,friends_family radio,1,food health access_id water shelter,no,no,somali_standard,somali_maay,2.06852802 45.25658498 65.0 3.0,2.06852802,45.25658498,yes,yes,yes, ,yes, , , 
43040,community_leader,,yes,idp,male,lower_shabelle,afgooye,Carbiska,,,Gadaamow,rural,spontaneous_site,80,480,no,,,,,,,,,,,220,100,60,50,50,0,80,0,0,0,0,15,yes,no,yes,yes,39203,39264,no_management,,elder_meeting,0,0,1,0,0,federal_govt,,,,none,,,,,no,no_rent,,no,,no,lower_juba,conflict_community drought, ,,,0, ,,,0,20,8,7,2,no,no,no,,yes,no,no,none,no,no,brick stone cgi,0,110,yes,no,,,,yes,yes,yes,7,yes,5,0,0,5,0,0,0,5,0,no,yes,no,no,yes,yes,,0,0,0,0,,protected_well_hpump,,3,7,never,none,,,yes,7,market,yes,10,yes,cholera_awd malaria,1,yes,42917,cholera_awd,,yes,3,primary quranic,no,,,friends_family radio,1,food water,yes,no,somali_standard,somali_benaadir somali_maay,2.1081149999999997 45.152131666666676 102.6 4.9,2.108115,45.15213167,yes,yes,yes,no,yes,no,,
42995,community_leader ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Durdur,urban,planned_site,110,440,yes,80,60,35,40,25,35,55,17,38,55,240,55,17,38,55,110,80,5,25,0,0,80,yes,no,yes,no,42370,42856,no_management, ,residents womens,1,1,0,0,0,private, ,clan, ,informal,family, ,no, ,no,goods_aid,0,no, ,yes,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,bakool,conflict_community drought,6,30,0,7,2,no,no,no, ,yes,no,yes,nat_police,no,no,buul,1,112,no,no, , , ,yes,no,yes,25,no, ,0,0,7,0, , , , ,yes,yes,no,yes,yes,yes, , , , , , ,kiosk, ,10,7,monthly,none, , ,yes,10,household,no, , ,cholera_awd malaria polio diphtheria,1,yes,42887,cholera_awd, ,yes,5,quranic,no, , ,aid_worker,0,food shelter,no,no,somali_maay,somali_standard,2.0600116666666666 45.26097 94.7 5.0,2.060011667,45.26097,yes,yes,yes, ,yes, , , 
43040,gatekeeper,,yes,idp,male,lower_shabelle,afgooye,Xaawo-Cabdi,,,Musbax,rural,spontaneous_site,80,430,no,,,,,,,,,,,120,70,200,15,25,0,80,0,0,0,0,5,yes,no,yes,yes,42644,42767,community_leader,,none,0,0,0,0,0,private,,business,,informal,community,,no,,no,no_rent,,no,,no,bay,conflict_community conflict_surrounding drought, ,lower_shabelle,conflict_surrounding floods drought,0, ,bakool,conflict_community conflict_surrounding drought,0,4,5,6,0,no,no,no,,yes,no,no,clan,no,no,buul,1,90,no,no,,,,no,no,yes,40,yes,50,0,0,3,0,0,0,3,0,no,yes,no,no,no,,,0,0,0,0,,,,35,7,daily,none,,,yes,40,market,no,,,cholera_awd malaria polio diphtheria,1,no,,,,no,,,no,,,religious_leader,0,food health water,no,no,somali_maay,mushunguli,2.0932975119409587 45.17166799524489 86.26685290365155 4.0,2.093297512,45.171668,yes,yes,yes,,yes,,,
42995,camp_manager ,0,yes,idp,male,banadir,mogadishu_daynile,NA-3807-Z08-001, , ,Dan yar,urban,spontaneous_site,110,660,no, , , , , , , , , , ,490,40,80,26,24,110,110,0,0,0,0,11,yes,no,yes,yes,42856,42917,no_management, ,residents elder_meeting,1,0,1,0,0,private, ,host, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding, ,bay,drought,0, ,bakool,drought,0,0,0,10,0,yes,yes,no, ,yes,no,no,nat_police, ,no,buul,1,200,no,no, , , ,no,yes,no, ,no, ,0,0,6,0, , ,6, ,no,yes,no,yes,no, , , , , , , , , ,15,7,weekly,none, , ,yes,20,household,no, , ,malaria,0,no,42979,malaria, ,no, , ,no, , ,friends_family military_official radio,1,food health security water shelter,no,no,somali_maay,somali_standard,2.0727210691079034 45.244182160887185 83.8254314164124 4.0,2.072721069,45.24418216,yes,yes,yes, ,yes, , , 
43040,community_leader,,yes,idp,male,lower_shabelle,afgooye,Xaawo-Cabdi,,,Muruq Maal Camp,rural,spontaneous_site,65,180,no,,,,,,,,,,,75,50,50,2,3,0,65,0,0,0,0,13,no,no,yes,yes,42917,42917,residents,,residents womens elder_meeting,1,1,1,0,0,local_authority,,,,none,,,,,no,no_rent,,no,,no,lower_shabelle,conflict_surrounding conflict_other drought, ,,,0, ,,,3,6,10,8,4,no,no,no,,yes,no,no,clan,yes,no,buul,1,75,no,no,,,,no,no,yes,15,yes,20,0,0,6,0,0,0,6,0,no,yes,no,no,yes,yes,,0,0,0,0,,piped,,15,5,more_month,none,,,yes,15,market,no,,,cholera_awd malaria,1,no,,,,yes,5,primary quranic,no,,,friends_family religious_leader,1,health water shelter,no,no,somali_maay,somali_standard,2.10029402288098 45.16086107627606 94.35133568737248 4.0,2.100294023,45.16086108,yes,yes,yes,,yes,,,
